Timestamp,Memory Usage (%)
2024-01-07 02:58:43,45.67GB,1
2024-01-07 02:59:43,45.67GB,1
2024-01-07 03:00:43,45.67GB,1
2024-01-07 03:01:43,45.67GB,1
2024-01-07 03:02:43,45.66GB,1
2024-01-07 03:03:43,45.66GB,1
2024-01-07 03:04:43,45.66GB,1
2024-01-07 03:05:43,45.66GB,1
2024-01-07 03:06:43,45.66GB,1
2024-01-07 03:07:43,45.65GB,1
2024-01-07 03:08:43,45.65GB,1
2024-01-07 03:09:43,45.65GB,1
2024-01-07 03:10:43,45.65GB,1
2024-01-07 03:11:43,45.65GB,1
2024-01-07 03:12:43,45.67GB,1
2024-01-07 03:13:43,45.67GB,1
2024-01-07 03:14:43,45.67GB,1
2024-01-07 03:15:43,45.67GB,1
2024-01-07 03:16:43,45.67GB,1
2024-01-07 03:17:43,45.67GB,1
2024-01-07 03:18:43,45.67GB,1
2024-01-07 03:19:43,45.66GB,1
2024-01-07 03:20:43,45.67GB,1
2024-01-07 03:21:43,45.67GB,1
2024-01-07 03:22:43,45.67GB,1
2024-01-07 03:23:43,45.67GB,1
2024-01-07 03:24:43,45.68GB,1
2024-01-07 03:25:43,45.68GB,1
2024-01-07 03:26:43,45.67GB,1
2024-01-07 03:27:43,45.68GB,1
2024-01-07 03:28:43,45.67GB,1
2024-01-07 03:29:43,45.67GB,1
2024-01-07 03:30:43,45.68GB,1
2024-01-07 03:31:43,45.68GB,1
2024-01-07 03:32:43,45.68GB,1
2024-01-07 03:33:43,45.68GB,1
2024-01-07 03:34:43,45.68GB,1
2024-01-07 03:35:44,45.68GB,1
2024-01-07 03:36:44,45.68GB,1
2024-01-07 03:37:44,45.68GB,1
2024-01-07 03:38:44,45.68GB,1
2024-01-07 03:39:44,45.68GB,1
2024-01-07 03:40:44,45.68GB,1
2024-01-07 03:41:44,45.69GB,1
2024-01-07 03:42:44,45.69GB,1
2024-01-07 03:43:44,45.69GB,1
2024-01-07 03:44:44,45.69GB,1
2024-01-07 03:45:44,45.69GB,1
2024-01-07 03:46:44,45.69GB,1
2024-01-07 03:47:44,45.68GB,1
2024-01-07 03:48:44,45.68GB,1
2024-01-07 03:49:44,45.69GB,1
2024-01-07 03:50:44,45.68GB,1
2024-01-07 03:51:44,45.68GB,1
2024-01-07 03:52:44,45.68GB,1
2024-01-07 03:53:44,45.68GB,1
2024-01-07 03:54:44,45.69GB,1
2024-01-07 03:55:44,45.68GB,1
2024-01-07 03:56:44,45.68GB,1
2024-01-07 03:57:44,45.68GB,1
2024-01-07 03:58:44,45.69GB,1
2024-01-07 03:59:44,45.69GB,1
2024-01-07 04:00:44,45.70GB,1
2024-01-07 04:01:44,45.69GB,1
2024-01-07 04:02:44,45.70GB,1
2024-01-07 04:03:44,45.69GB,1
2024-01-07 04:04:44,45.70GB,1
2024-01-07 04:05:44,45.69GB,1
2024-01-07 04:06:44,45.68GB,1
2024-01-07 04:07:44,45.68GB,1
2024-01-07 04:08:44,45.67GB,1
2024-01-07 04:09:44,45.67GB,1
2024-01-07 04:10:44,45.67GB,1
2024-01-07 04:11:44,45.67GB,1
2024-01-07 04:12:44,45.68GB,1
2024-01-07 04:13:44,45.67GB,1
2024-01-07 04:14:44,45.68GB,1
2024-01-07 04:15:44,45.67GB,1
2024-01-07 04:16:44,45.67GB,1
2024-01-07 04:17:44,45.68GB,1
2024-01-07 04:18:44,45.67GB,1
2024-01-07 04:19:44,45.67GB,1
2024-01-07 04:20:44,45.67GB,1
2024-01-07 04:21:44,45.69GB,1
2024-01-07 04:22:44,45.68GB,1
2024-01-07 04:23:44,45.68GB,1
2024-01-07 04:24:44,45.68GB,1
2024-01-07 04:25:44,45.68GB,1
2024-01-07 04:26:44,45.67GB,1
2024-01-07 04:27:44,45.68GB,1
2024-01-07 04:28:44,45.67GB,1
2024-01-07 04:29:44,45.68GB,1
2024-01-07 04:30:44,45.68GB,1
2024-01-07 04:31:44,45.68GB,1
2024-01-07 04:32:44,45.68GB,1
2024-01-07 04:33:44,45.68GB,1
2024-01-07 04:34:44,45.68GB,1
2024-01-07 04:35:44,45.69GB,1
2024-01-07 04:36:44,45.69GB,1
2024-01-07 04:37:44,45.68GB,1
2024-01-07 04:38:44,45.69GB,1
2024-01-07 04:39:44,45.69GB,1
2024-01-07 04:40:44,45.69GB,1
2024-01-07 04:41:44,45.69GB,1
2024-01-07 04:42:44,45.68GB,1
2024-01-07 04:43:44,45.69GB,1
2024-01-07 04:44:44,45.69GB,1
2024-01-07 04:45:44,45.69GB,1
2024-01-07 04:46:44,45.69GB,1
2024-01-07 04:47:44,45.69GB,1
2024-01-07 04:48:44,45.69GB,1
2024-01-07 04:49:44,45.69GB,1
2024-01-07 04:50:44,45.69GB,1
2024-01-07 04:51:44,45.69GB,1
2024-01-07 04:52:44,45.68GB,1
2024-01-07 04:53:44,45.67GB,1
2024-01-07 04:54:44,45.68GB,1
2024-01-07 04:55:44,45.67GB,1
2024-01-07 04:56:44,45.67GB,1
2024-01-07 04:57:44,45.68GB,1
2024-01-07 04:58:44,45.68GB,1
2024-01-07 04:59:44,45.68GB,1
2024-01-07 05:00:44,45.68GB,1
2024-01-07 05:01:44,45.68GB,1
2024-01-07 05:02:44,45.68GB,1
2024-01-07 05:03:44,45.67GB,1
2024-01-07 05:04:44,45.68GB,1
2024-01-07 05:05:44,45.67GB,1
2024-01-07 05:06:44,45.67GB,1
2024-01-07 05:07:44,45.66GB,1
2024-01-07 05:08:44,45.66GB,1
2024-01-07 05:09:44,45.66GB,1
2024-01-07 05:10:44,45.66GB,1
2024-01-07 05:11:44,45.66GB,1
2024-01-07 05:12:44,45.66GB,1
2024-01-07 05:13:44,45.66GB,1
2024-01-07 05:14:44,45.67GB,1
2024-01-07 05:15:44,45.66GB,1
2024-01-07 05:16:44,45.66GB,1
2024-01-07 05:17:44,45.66GB,1
2024-01-07 05:18:44,45.66GB,1
2024-01-07 05:19:44,45.65GB,1
2024-01-07 05:20:44,45.65GB,1
2024-01-07 05:21:44,45.64GB,1
2024-01-07 05:22:44,45.64GB,1
2024-01-07 05:23:44,45.64GB,1
2024-01-07 05:24:44,45.64GB,1
2024-01-07 05:25:44,45.64GB,1
2024-01-07 05:26:44,45.65GB,1
2024-01-07 05:27:44,45.64GB,1
2024-01-07 05:28:44,45.64GB,1
2024-01-07 05:29:44,45.65GB,1
2024-01-07 05:30:44,45.64GB,1
2024-01-07 05:31:44,45.65GB,1
2024-01-07 05:32:44,45.64GB,1
2024-01-07 05:33:44,45.64GB,1
2024-01-07 05:34:44,45.64GB,1
2024-01-07 05:35:44,45.64GB,1
2024-01-07 05:36:44,45.65GB,1
2024-01-07 05:37:44,45.65GB,1
2024-01-07 05:38:44,45.65GB,1
2024-01-07 05:39:44,45.65GB,1
2024-01-07 05:40:44,45.65GB,1
2024-01-07 05:41:44,45.65GB,1
2024-01-07 05:42:44,45.64GB,1
2024-01-07 05:43:44,45.65GB,1
2024-01-07 05:44:44,45.65GB,1
2024-01-07 05:45:44,45.65GB,1
2024-01-07 05:46:44,45.65GB,1
2024-01-07 05:47:44,45.66GB,1
2024-01-07 05:48:44,45.66GB,1
2024-01-07 05:49:44,45.66GB,1
2024-01-07 05:50:44,45.67GB,1
2024-01-07 05:51:44,45.66GB,1
2024-01-07 05:52:44,45.66GB,1
2024-01-07 05:53:44,45.66GB,1
2024-01-07 05:54:44,45.66GB,1
2024-01-07 05:55:44,45.66GB,1
2024-01-07 05:56:44,45.66GB,1
2024-01-07 05:57:44,45.66GB,1
2024-01-07 05:58:44,45.66GB,1
2024-01-07 05:59:44,45.65GB,1
2024-01-07 06:00:44,45.66GB,1
2024-01-07 06:01:44,45.66GB,1
2024-01-07 06:02:44,45.66GB,1
2024-01-07 06:03:44,45.66GB,1
2024-01-07 06:04:44,45.67GB,1
2024-01-07 06:05:44,45.66GB,1
2024-01-07 06:06:44,45.66GB,1
2024-01-07 06:07:44,45.66GB,1
2024-01-07 06:08:44,45.66GB,1
2024-01-07 06:09:44,45.67GB,1
2024-01-07 06:10:44,45.67GB,1
2024-01-07 06:11:44,45.67GB,1
2024-01-07 06:12:44,45.67GB,1
2024-01-07 06:13:44,45.67GB,1
2024-01-07 06:14:44,45.68GB,1
2024-01-07 06:15:44,45.67GB,1
2024-01-07 06:16:44,45.67GB,1
2024-01-07 06:17:44,45.67GB,1
2024-01-07 06:18:44,45.67GB,1
2024-01-07 06:19:44,45.67GB,1
2024-01-07 06:20:44,45.68GB,1
2024-01-07 06:21:44,45.66GB,1
2024-01-07 06:22:44,45.66GB,1
2024-01-07 06:23:44,45.67GB,1
2024-01-07 06:24:44,45.67GB,1
2024-01-07 06:25:44,45.66GB,1
2024-01-07 06:26:44,45.66GB,1
2024-01-07 06:27:44,45.66GB,1
2024-01-07 06:28:44,45.66GB,1
2024-01-07 06:29:44,45.66GB,1
2024-01-07 06:30:44,45.62GB,1
2024-01-07 06:31:44,45.62GB,1
2024-01-07 06:32:44,45.62GB,1
2024-01-07 06:33:44,45.62GB,1
2024-01-07 06:34:44,45.63GB,1
2024-01-07 06:35:44,45.64GB,1
2024-01-07 06:36:44,45.64GB,1
2024-01-07 06:37:44,45.63GB,1
2024-01-07 06:38:44,45.63GB,1
2024-01-07 06:39:44,45.62GB,1
2024-01-07 06:40:44,45.62GB,1
2024-01-07 06:41:44,45.62GB,1
2024-01-07 06:42:44,45.62GB,1
2024-01-07 06:43:44,45.62GB,1
2024-01-07 06:44:44,45.62GB,1
2024-01-07 06:45:44,45.62GB,1
2024-01-07 06:46:44,45.62GB,1
2024-01-07 06:47:44,45.62GB,1
2024-01-07 06:48:44,45.63GB,1
2024-01-07 06:49:44,45.63GB,1
2024-01-07 06:50:44,45.63GB,1
2024-01-07 06:51:44,45.63GB,1
2024-01-07 06:52:44,45.64GB,1
2024-01-07 06:53:44,45.64GB,1
2024-01-07 06:54:44,45.63GB,1
2024-01-07 06:55:44,45.63GB,1
2024-01-07 06:56:44,45.63GB,1
2024-01-07 06:57:44,45.63GB,1
2024-01-07 06:58:44,45.63GB,1
2024-01-07 06:59:44,45.63GB,1
2024-01-07 07:00:44,45.64GB,1
2024-01-07 07:01:44,45.63GB,1
2024-01-07 07:02:44,45.63GB,1
2024-01-07 07:03:44,45.63GB,1
2024-01-07 07:04:44,45.63GB,1
2024-01-07 07:05:44,45.62GB,1
2024-01-07 07:06:44,45.63GB,1
2024-01-07 07:07:44,45.63GB,1
2024-01-07 07:08:44,45.62GB,1
2024-01-07 07:09:44,45.62GB,1
2024-01-07 07:10:44,45.62GB,1
2024-01-07 07:11:44,45.62GB,1
2024-01-07 07:12:44,45.62GB,1
2024-01-07 07:13:44,45.62GB,1
2024-01-07 07:14:44,45.62GB,1
2024-01-07 07:15:44,45.63GB,1
2024-01-07 07:16:44,45.63GB,1
2024-01-07 07:17:44,45.63GB,1
2024-01-07 07:18:44,45.63GB,1
2024-01-07 07:19:44,45.64GB,1
2024-01-07 07:20:44,45.63GB,1
2024-01-07 07:21:44,45.63GB,1
2024-01-07 07:22:44,45.63GB,1
2024-01-07 07:23:44,45.63GB,1
2024-01-07 07:24:44,45.63GB,1
2024-01-07 07:25:44,45.62GB,1
2024-01-07 07:26:44,45.63GB,1
2024-01-07 07:27:44,45.63GB,1
2024-01-07 07:28:44,45.63GB,1
2024-01-07 07:29:44,45.63GB,1
2024-01-07 07:30:44,45.62GB,1
2024-01-07 07:31:44,45.63GB,1
2024-01-07 07:32:44,45.63GB,1
2024-01-07 07:33:44,45.63GB,1
2024-01-07 07:34:44,45.63GB,1
2024-01-07 07:35:44,45.63GB,1
2024-01-07 07:36:44,45.62GB,1
2024-01-07 07:37:44,45.63GB,1
2024-01-07 07:38:44,45.62GB,1
2024-01-07 07:39:44,45.63GB,1
2024-01-07 07:40:44,45.63GB,1
2024-01-07 07:41:44,45.64GB,1
2024-01-07 07:42:44,45.64GB,1
2024-01-07 07:43:44,45.64GB,1
2024-01-07 07:44:44,45.64GB,1
2024-01-07 07:45:44,45.65GB,1
2024-01-07 07:46:44,45.64GB,1
2024-01-07 07:47:44,45.64GB,1
2024-01-07 07:48:44,45.65GB,1
2024-01-07 07:49:44,45.65GB,1
2024-01-07 07:50:44,45.65GB,1
2024-01-07 07:51:44,45.65GB,1
2024-01-07 07:52:44,45.65GB,1
2024-01-07 07:53:44,45.65GB,1
2024-01-07 07:54:44,45.65GB,1
2024-01-07 07:55:44,45.65GB,1
2024-01-07 07:56:44,45.65GB,1
2024-01-07 07:57:44,45.66GB,1
2024-01-07 07:58:44,45.66GB,1
2024-01-07 07:59:44,45.66GB,1
2024-01-07 08:00:44,45.66GB,1
2024-01-07 08:01:44,45.66GB,1
2024-01-07 08:02:44,45.66GB,1
2024-01-07 08:03:44,45.66GB,1
2024-01-07 08:04:44,45.66GB,1
2024-01-07 08:05:44,45.66GB,1
2024-01-07 08:06:44,45.66GB,1
2024-01-07 08:07:44,45.58GB,1
2024-01-07 08:08:44,45.58GB,1
2024-01-07 08:09:44,45.58GB,1
2024-01-07 08:10:44,45.59GB,1
2024-01-07 08:11:44,45.59GB,1
2024-01-07 08:12:44,45.59GB,1
2024-01-07 08:13:44,45.59GB,1
2024-01-07 08:14:44,45.59GB,1
2024-01-07 08:15:44,45.60GB,1
2024-01-07 08:16:44,45.60GB,1
2024-01-07 08:17:44,45.60GB,1
2024-01-07 08:18:44,45.60GB,1
2024-01-07 08:19:44,45.60GB,1
2024-01-07 08:20:44,45.60GB,1
2024-01-07 08:21:44,45.61GB,1
2024-01-07 08:22:44,45.61GB,1
2024-01-07 08:23:44,45.60GB,1
2024-01-07 08:24:44,45.61GB,1
2024-01-07 08:25:44,45.62GB,1
2024-01-07 08:26:44,45.61GB,1
2024-01-07 08:27:44,45.62GB,1
2024-01-07 08:28:44,45.62GB,1
2024-01-07 08:29:44,45.62GB,1
2024-01-07 08:30:44,45.63GB,1
2024-01-07 08:31:44,45.63GB,1
2024-01-07 08:32:44,45.62GB,1
2024-01-07 08:33:44,45.63GB,1
2024-01-07 08:34:44,45.63GB,1
2024-01-07 08:35:44,45.63GB,1
2024-01-07 08:36:44,45.63GB,1
2024-01-07 08:37:44,45.64GB,1
2024-01-07 08:38:44,45.64GB,1
2024-01-07 08:39:44,45.64GB,1
2024-01-07 08:40:44,45.64GB,1
2024-01-07 08:41:44,45.65GB,1
2024-01-07 08:42:44,45.65GB,1
2024-01-07 08:43:44,45.65GB,1
2024-01-07 08:44:44,45.65GB,1
2024-01-07 08:45:44,45.64GB,1
2024-01-07 08:46:44,45.65GB,1
2024-01-07 08:47:44,45.65GB,1
2024-01-07 08:48:44,45.65GB,1
2024-01-07 08:49:44,45.65GB,1
2024-01-07 08:50:44,45.65GB,1
2024-01-07 08:51:44,45.65GB,1
2024-01-07 08:52:44,45.66GB,1
2024-01-07 08:53:44,45.66GB,1
2024-01-07 08:54:44,45.66GB,1
2024-01-07 08:55:44,45.65GB,1
2024-01-07 08:56:44,45.65GB,1
2024-01-07 08:57:44,45.65GB,1
2024-01-07 08:58:44,45.65GB,1
2024-01-07 08:59:44,45.66GB,1
2024-01-07 09:00:44,45.65GB,1
2024-01-07 09:01:44,45.66GB,1
2024-01-07 09:02:44,45.65GB,1
2024-01-07 09:03:44,45.65GB,1
2024-01-07 09:04:44,45.65GB,1
2024-01-07 09:05:44,45.66GB,1
2024-01-07 09:06:44,45.66GB,1
2024-01-07 09:07:44,45.65GB,1
2024-01-07 09:08:44,45.64GB,1
2024-01-07 09:09:44,45.64GB,1
2024-01-07 09:10:44,45.65GB,1
2024-01-07 09:11:44,45.64GB,1
2024-01-07 09:12:44,45.65GB,1
2024-01-07 09:13:44,45.65GB,1
2024-01-07 09:14:44,45.66GB,1
2024-01-07 09:15:44,45.65GB,1
2024-01-07 09:16:44,45.66GB,1
2024-01-07 09:17:44,45.66GB,1
2024-01-07 09:18:44,45.66GB,1
2024-01-07 09:19:44,45.67GB,1
2024-01-07 09:20:44,45.67GB,1
2024-01-07 09:21:44,45.67GB,1
2024-01-07 09:22:44,45.67GB,1
2024-01-07 09:23:44,45.67GB,1
2024-01-07 09:24:44,45.68GB,1
2024-01-07 09:25:44,45.67GB,1
2024-01-07 09:26:44,45.67GB,1
2024-01-07 09:27:44,45.67GB,1
2024-01-07 09:28:44,45.67GB,1
2024-01-07 09:29:44,45.67GB,1
2024-01-07 09:30:44,45.67GB,1
2024-01-07 09:31:44,45.67GB,1
2024-01-07 09:32:44,45.67GB,1
2024-01-07 09:33:44,45.67GB,1
2024-01-07 09:34:44,45.67GB,1
2024-01-07 09:35:44,45.67GB,1
2024-01-07 09:36:44,45.67GB,1
2024-01-07 09:37:44,45.68GB,1
2024-01-07 09:38:44,45.68GB,1
2024-01-07 09:39:44,45.68GB,1
2024-01-07 09:40:44,45.68GB,1
2024-01-07 09:41:44,45.68GB,1
2024-01-07 09:42:44,45.67GB,1
2024-01-07 09:43:44,45.67GB,1
2024-01-07 09:44:44,45.67GB,1
2024-01-07 09:45:44,45.68GB,1
2024-01-07 09:46:44,45.68GB,1
2024-01-07 09:47:44,45.68GB,1
2024-01-07 09:48:44,45.67GB,1
2024-01-07 09:49:44,45.67GB,1
2024-01-07 09:50:44,45.68GB,1
2024-01-07 09:51:44,45.68GB,1
2024-01-07 09:52:44,45.68GB,1
2024-01-07 09:53:44,45.69GB,1
2024-01-07 09:54:44,45.68GB,1
2024-01-07 09:55:44,45.68GB,1
2024-01-07 09:56:44,45.67GB,1
2024-01-07 09:57:44,45.67GB,1
2024-01-07 09:58:44,45.67GB,1
2024-01-07 09:59:44,45.67GB,1
2024-01-07 10:00:44,45.67GB,1
2024-01-07 10:01:44,45.67GB,1
2024-01-07 10:02:44,45.67GB,1
2024-01-07 10:03:44,45.68GB,1
2024-01-07 10:04:44,45.68GB,1
2024-01-07 10:05:44,45.69GB,1
2024-01-07 10:06:44,45.69GB,1
2024-01-07 10:07:44,45.69GB,1
2024-01-07 10:08:44,45.69GB,1
2024-01-07 10:09:44,45.69GB,1
2024-01-07 10:10:44,45.69GB,1
2024-01-07 10:11:44,45.69GB,1
2024-01-07 10:12:44,45.69GB,1
2024-01-07 10:13:44,45.69GB,1
2024-01-07 10:14:44,45.69GB,1
2024-01-07 10:15:44,45.70GB,1
2024-01-07 10:16:44,45.70GB,1
2024-01-07 10:17:44,45.70GB,1
2024-01-07 10:18:44,45.70GB,1
2024-01-07 10:19:44,45.70GB,1
2024-01-07 10:20:44,45.70GB,1
2024-01-07 10:21:44,45.70GB,1
2024-01-07 10:22:44,45.70GB,1
2024-01-07 10:23:44,45.70GB,1
2024-01-07 10:24:44,45.70GB,1
2024-01-07 10:25:44,45.69GB,1
2024-01-07 10:26:44,45.69GB,1
2024-01-07 10:27:44,45.68GB,1
2024-01-07 10:28:44,45.69GB,1
2024-01-07 10:29:44,45.69GB,1
2024-01-07 10:30:44,45.69GB,1
2024-01-07 10:31:44,45.69GB,1
2024-01-07 10:32:44,45.69GB,1
2024-01-07 10:33:44,45.69GB,1
2024-01-07 10:34:44,45.69GB,1
2024-01-07 10:35:44,45.69GB,1
2024-01-07 10:36:44,45.69GB,1
2024-01-07 10:37:44,45.68GB,1
2024-01-07 10:38:44,45.68GB,1
2024-01-07 10:39:44,45.67GB,1
2024-01-07 10:40:44,45.67GB,1
2024-01-07 10:41:44,45.68GB,1
2024-01-07 10:42:44,45.66GB,1
2024-01-07 10:43:44,45.67GB,1
2024-01-07 10:44:44,45.67GB,1
2024-01-07 10:45:44,45.67GB,1
2024-01-07 10:46:44,45.68GB,1
2024-01-07 10:47:44,45.67GB,1
2024-01-07 10:48:44,45.68GB,1
2024-01-07 10:49:44,45.68GB,1
2024-01-07 10:50:44,45.68GB,1
2024-01-07 10:51:44,45.68GB,1
2024-01-07 10:52:44,45.68GB,1
2024-01-07 10:53:44,45.67GB,1
2024-01-07 10:54:44,45.68GB,1
2024-01-07 10:55:44,45.68GB,1
2024-01-07 10:56:44,45.68GB,1
2024-01-07 10:57:44,45.68GB,1
2024-01-07 10:58:44,45.68GB,1
2024-01-07 10:59:44,45.68GB,1
2024-01-07 11:00:44,45.69GB,1
2024-01-07 11:01:44,45.69GB,1
2024-01-07 11:02:44,45.69GB,1
2024-01-07 11:03:44,45.69GB,1
2024-01-07 11:04:44,45.68GB,1
2024-01-07 11:05:44,45.69GB,1
2024-01-07 11:06:44,45.69GB,1
2024-01-07 11:07:44,45.69GB,1
2024-01-07 11:08:44,45.69GB,1
2024-01-07 11:09:44,45.68GB,1
2024-01-07 11:10:44,45.69GB,1
2024-01-07 11:11:44,45.69GB,1
2024-01-07 11:12:44,45.68GB,1
2024-01-07 11:13:44,45.68GB,1
2024-01-07 11:14:44,45.68GB,1
2024-01-07 11:15:44,45.68GB,1
2024-01-07 11:16:44,45.68GB,1
2024-01-07 11:17:44,45.68GB,1
2024-01-07 11:18:44,45.68GB,1
2024-01-07 11:19:44,45.69GB,1
2024-01-07 11:20:44,45.69GB,1
2024-01-07 11:21:44,45.69GB,1
2024-01-07 11:22:44,45.69GB,1
2024-01-07 11:23:44,45.69GB,1
2024-01-07 11:24:44,45.70GB,1
2024-01-07 11:25:44,45.68GB,1
2024-01-07 11:26:44,45.69GB,1
2024-01-07 11:27:44,45.69GB,1
2024-01-07 11:28:44,45.70GB,1
2024-01-07 11:29:44,45.70GB,1
2024-01-07 11:30:44,45.70GB,1
2024-01-07 11:31:44,45.69GB,1
2024-01-07 11:32:44,45.69GB,1
2024-01-07 11:33:44,45.69GB,1
2024-01-07 11:34:44,45.70GB,1
2024-01-07 11:35:44,45.70GB,1
2024-01-07 11:36:44,45.70GB,1
2024-01-07 11:37:44,45.70GB,1
2024-01-07 11:38:44,45.70GB,1
2024-01-07 11:39:44,45.70GB,1
2024-01-07 11:40:44,45.70GB,1
2024-01-07 11:41:44,45.71GB,1
2024-01-07 11:42:44,45.71GB,1
2024-01-07 11:43:44,45.71GB,1
2024-01-07 11:44:44,45.71GB,1
2024-01-07 11:45:44,45.70GB,1
2024-01-07 11:46:44,45.71GB,1
2024-01-07 11:47:44,45.71GB,1
2024-01-07 11:48:44,45.71GB,1
2024-01-07 11:49:44,45.70GB,1
2024-01-07 11:50:44,45.71GB,1
2024-01-07 11:51:44,45.70GB,1
2024-01-07 11:52:44,45.69GB,1
2024-01-07 11:53:44,45.70GB,1
2024-01-07 11:54:44,45.70GB,1
2024-01-07 11:55:44,45.69GB,1
2024-01-07 11:56:44,45.69GB,1
2024-01-07 11:57:44,45.70GB,1
2024-01-07 11:58:44,45.70GB,1
2024-01-07 11:59:44,45.70GB,1
2024-01-07 12:00:44,45.70GB,1
2024-01-07 12:01:44,45.70GB,1
2024-01-07 12:02:44,45.70GB,1
2024-01-07 12:03:44,45.70GB,1
2024-01-07 12:04:44,45.70GB,1
2024-01-07 12:05:44,45.70GB,1
2024-01-07 12:06:44,45.70GB,1
2024-01-07 12:07:44,45.69GB,1
2024-01-07 12:08:44,45.70GB,1
2024-01-07 12:09:44,45.70GB,1
2024-01-07 12:10:44,45.70GB,1
2024-01-07 12:11:44,45.70GB,1
2024-01-07 12:12:44,45.69GB,1
2024-01-07 12:13:44,45.69GB,1
2024-01-07 12:14:44,45.69GB,1
2024-01-07 12:15:44,45.70GB,1
2024-01-07 12:16:44,45.70GB,1
2024-01-07 12:17:44,45.70GB,1
2024-01-07 12:18:44,45.70GB,1
2024-01-07 12:19:44,45.70GB,1
2024-01-07 12:20:44,45.70GB,1
2024-01-07 12:21:44,45.70GB,1
2024-01-07 12:22:44,45.70GB,1
2024-01-07 12:23:44,45.70GB,1
2024-01-07 12:24:44,45.70GB,1
2024-01-07 12:25:44,45.70GB,1
2024-01-07 12:26:44,45.70GB,1
2024-01-07 12:27:44,45.69GB,1
2024-01-07 12:28:44,45.69GB,1
2024-01-07 12:29:44,45.70GB,1
2024-01-07 12:30:44,45.70GB,1
2024-01-07 12:31:44,45.70GB,1
2024-01-07 12:32:44,45.70GB,1
2024-01-07 12:33:44,45.70GB,1
2024-01-07 12:34:44,45.70GB,1
2024-01-07 12:35:44,45.70GB,1
2024-01-07 12:36:44,45.70GB,1
2024-01-07 12:37:44,45.70GB,1
2024-01-07 12:38:44,45.70GB,1
2024-01-07 12:39:44,45.71GB,1
2024-01-07 12:40:44,45.70GB,1
2024-01-07 12:41:44,45.69GB,1
2024-01-07 12:42:44,45.69GB,1
2024-01-07 12:43:44,45.69GB,1
2024-01-07 12:44:44,45.69GB,1
2024-01-07 12:45:44,45.69GB,1
2024-01-07 12:46:44,45.69GB,1
2024-01-07 12:47:44,45.69GB,1
2024-01-07 12:48:44,45.69GB,1
2024-01-07 12:49:44,45.69GB,1
2024-01-07 12:50:44,45.70GB,1
2024-01-07 12:51:44,45.70GB,1
2024-01-07 12:52:44,45.70GB,1
2024-01-07 12:53:44,45.69GB,1
2024-01-07 12:54:44,45.70GB,1
2024-01-07 12:55:44,45.69GB,1
2024-01-07 12:56:44,45.70GB,1
2024-01-07 12:57:44,45.70GB,1
2024-01-07 12:58:44,45.70GB,1
2024-01-07 12:59:44,45.71GB,1
2024-01-07 13:00:44,45.71GB,1
2024-01-07 13:01:44,45.71GB,1
2024-01-07 13:02:44,45.70GB,1
2024-01-07 13:03:44,45.70GB,1
2024-01-07 13:04:44,45.70GB,1
2024-01-07 13:05:44,45.71GB,1
2024-01-07 13:06:44,45.70GB,1
2024-01-07 13:07:44,45.71GB,1
2024-01-07 13:08:44,45.70GB,1
2024-01-07 13:09:44,45.70GB,1
2024-01-07 13:10:44,45.70GB,1
2024-01-07 13:11:44,45.70GB,1
2024-01-07 13:12:44,45.70GB,1
2024-01-07 13:13:44,45.70GB,1
2024-01-07 13:14:44,45.70GB,1
2024-01-07 13:15:44,45.70GB,1
2024-01-07 13:16:44,45.71GB,1
2024-01-07 13:17:44,45.71GB,1
2024-01-07 13:18:44,45.71GB,1
2024-01-07 13:19:44,45.70GB,1
2024-01-07 13:20:44,45.70GB,1
2024-01-07 13:21:44,45.70GB,1
2024-01-07 13:22:44,45.70GB,1
2024-01-07 13:23:44,45.70GB,1
2024-01-07 13:24:44,45.70GB,1
2024-01-07 13:25:44,45.70GB,1
2024-01-07 13:26:44,45.70GB,1
2024-01-07 13:27:44,45.70GB,1
2024-01-07 13:28:44,45.70GB,1
2024-01-07 13:29:44,45.70GB,1
2024-01-07 13:30:44,45.70GB,1
2024-01-07 13:31:44,45.69GB,1
2024-01-07 13:32:44,45.70GB,1
2024-01-07 13:33:44,45.70GB,1
2024-01-07 13:34:44,45.70GB,1
2024-01-07 13:35:44,45.71GB,1
2024-01-07 13:36:44,45.72GB,1
2024-01-07 13:37:44,45.72GB,1
2024-01-07 13:38:44,45.71GB,1
2024-01-07 13:39:44,45.71GB,1
2024-01-07 13:40:44,45.70GB,1
2024-01-07 13:41:44,45.70GB,1
2024-01-07 13:42:44,45.70GB,1
2024-01-07 13:43:44,45.70GB,1
2024-01-07 13:44:44,45.70GB,1
2024-01-07 13:45:44,45.70GB,1
2024-01-07 13:46:44,45.70GB,1
2024-01-07 13:47:44,45.71GB,1
2024-01-07 13:48:44,45.71GB,1
2024-01-07 13:49:44,45.71GB,1
2024-01-07 13:50:44,45.70GB,1
2024-01-07 13:51:44,45.71GB,1
2024-01-07 13:52:44,45.70GB,1
2024-01-07 13:53:44,45.70GB,1
2024-01-07 13:54:44,45.70GB,1
2024-01-07 13:55:44,45.69GB,1
2024-01-07 13:56:44,45.70GB,1
2024-01-07 13:57:44,45.70GB,1
2024-01-07 13:58:44,45.70GB,1
2024-01-07 13:59:44,45.70GB,1
2024-01-07 14:00:44,45.70GB,1
2024-01-07 14:01:44,45.71GB,1
2024-01-07 14:02:44,45.71GB,1
