Timestamp,Memory Usage (%)
2023-10-27 07:03:05,2.93GB,1
2023-10-27 07:04:06,2.93GB,1
2023-10-27 07:05:06,2.92GB,1
2023-10-27 07:06:06,2.93GB,1
2023-10-27 07:07:06,2.93GB,1
2023-10-27 07:08:06,2.94GB,1
2023-10-27 07:09:06,2.93GB,1
2023-10-27 07:10:06,2.94GB,1
2023-10-27 07:11:06,2.94GB,1
2023-10-27 07:12:06,2.93GB,1
2023-10-27 07:13:06,2.94GB,1
2023-10-27 07:14:06,2.94GB,1
2023-10-27 07:15:06,2.95GB,1
2023-10-27 07:16:06,2.95GB,1
2023-10-27 07:17:06,2.92GB,1
2023-10-27 07:18:06,2.93GB,1
2023-10-27 07:19:06,2.93GB,1
2023-10-27 07:20:06,2.93GB,1
2023-10-27 07:21:07,2.93GB,1
2023-10-27 07:22:07,2.93GB,1
2023-10-27 07:23:07,2.92GB,1
2023-10-27 07:24:07,2.91GB,1
2023-10-27 07:25:07,2.90GB,1
2023-10-27 07:26:07,2.91GB,1
2023-10-27 07:27:07,2.91GB,1
2023-10-27 07:28:07,2.90GB,1
